ID,Photo,Title,Brand,Price,URL,Currency,Item_Date,Category,Colors,Materials,Styles,Categories
5313478850,https://images1.vinted.net/t/04_01705_XMUMWGjfvdreqgBLVcMFd7jY/f800/1730486398.jpeg?s=565c24a2fbc996c426217752bf51938d2a2a1205,"Grauer Pulli ONLY, Größe XS",ONLY,2.0,https://www.vinted.de/items/5313478850-grauer-pulli-only-grosse-xs,EUR,2024-02-11,,Gray,Knit,Casual,Tops
5313478772,https://images1.vinted.net/t/04_00397_m14suwhXtE6WrH3DtuG8CCP3/f800/1730486397.jpeg?s=2c6b703b9e05d1f6167031749f5f6eaf73c01499,Hand Hülle IPhone 11,Sonstiges,3.0,https://www.vinted.de/items/5313478772-hand-hulle-iphone-11,EUR,2024-02-11,,,,,
5313478846,https://images1.vinted.net/t/04_019c4_STAVa5SS6gGUnP5rw5gMT48U/f800/1730486398.jpeg?s=20b1b146d84dd2f6eae67b9bee19392398ca5f82,Fairy Tail Manga Band 2,,3.0,https://www.vinted.de/items/5313478846-fairy-tail-manga-band-2,EUR,2024-02-11,,,,,
5313478819,https://images1.vinted.net/t/02_006b7_fyGyHvan5eHjAqpbaGSBp6Ld/f800/1730486398.jpeg?s=14fbfd8b2aeac3d0460d05e7e398cbb630e3d6eb,DVD Was Mädchen wollen,,1.5,https://www.vinted.de/items/5313478819-dvd-was-madchen-wollen,EUR,2024-02-11,,,,,
5313478828,https://images1.vinted.net/t/04_01217_hBQ9Ut9ydx7d4eEKZgxmkCVr/f800/1730486398.jpeg?s=1f23a10772b3c7ec134ed1765d17d9078960e676,Tonie Sandmännchen,Tonies,11.0,https://www.vinted.de/items/5313478828-tonie-sandmannchen,EUR,2024-02-11,,,,,
5313478788,https://images1.vinted.net/t/04_0056b_GKEJexgn8jA3bt2K5BS4a7HX/f800/1730486397.jpeg?s=0a12027e6c2c4793d4d76d8d186c99687f174bc3,Cardigan NEU,Zabaione,20.0,https://www.vinted.de/items/5313478788-cardigan-neu,EUR,2024-02-11,,,,,
5313478780,https://images1.vinted.net/t/04_00899_zaubhQoX4cXe3xWhMoP3ogix/f800/1730486397.jpeg?s=5c4946170315f671a33f6da0fc594a870fcd8a2e,Crocs C8,Crocs,7.0,https://www.vinted.de/items/5313478780-crocs-c8,EUR,2024-02-11,,,,,
5313478888,https://images1.vinted.net/t/04_00161_91Fua5Zb6KyePStBcaXzwSyr/f800/1730486399.jpeg?s=167829c73059acccee146322157db1e4b6cee416,Alana Leggings,Alana,6.0,https://www.vinted.de/items/5313478888-alana-leggings,EUR,2024-02-11,,,,,
5313478821,https://images1.vinted.net/t/01_0123a_X1SaKPZZzgw9w3fD3jSfXko3/f800/1730486398.jpeg?s=76da823440609a18757f404998eacbab3fb0977a,Staccato Schlupf-Jeans 56,Staccato,2.5,https://www.vinted.de/items/5313478821-staccato-schlupf-jeans-56,EUR,2024-02-11,,,,,
5313478938,https://images1.vinted.net/t/04_0038a_oETGT2HhtUA2GFwYt3E3Akwv/f800/1730486399.jpeg?s=ee87b944fa1b2cd2b1356f13020e42be52338875,Tuch mit Sternen,Pieces,2.5,https://www.vinted.de/items/5313478938-tuch-mit-sternen,EUR,2024-02-11,,,,,
5313470995,https://images1.vinted.net/t/02_01e01_NojMTnob3gezSdhUzQ3ysdSv/f800/1730486350.jpeg?s=986945dd9d85a393650d3e8d82bd08d4807eea3c,dōTERRA On Guard 07/28 Doterra 15 ml neu,dōTERRA,40.0,https://www.vinted.de/items/5313470995-doterra-on-guard-0728-doterra-15-ml-neu,EUR,2024-02-11,,,,,
5313478668,https://images1.vinted.net/t/04_000e3_jASQvsJSeZs2gBZdG4gKMD3z/f800/1730486396.jpeg?s=9ef57754b58179eda5728015ca690316ecca284b,Neu nie getragen,Bijou Brigitte,7.5,https://www.vinted.de/items/5313478668-neu-nie-getragen,EUR,2024-02-11,,,,,
5313478489,https://images1.vinted.net/t/04_019cf_Ro2vViMeCocUu1cojk7MNDn8/f800/1730486394.jpeg?s=2803b05620e86871ab37a3e15bcea8661d5330d7,Jeans kleid,Sonstiges,5.0,https://www.vinted.de/items/5313478489-jeans-kleid,EUR,2024-02-11,,,,,
5313478525,https://images1.vinted.net/t/03_0073b_FXtRfccShMb5wHhfpkhXKoCB/f800/1730486394.jpeg?s=fb3a2defa483af292b9f5403463485c5d0e5db6b,Ohrringe // lang mit Edelstein // Edelstahl,Sonstiges,2.0,https://www.vinted.de/items/5313478525-ohrringe-lang-mit-edelstein-edelstahl,EUR,2024-02-11,,,,,
5313478478,https://images1.vinted.net/t/04_015c3_ECJiET2uBKSMkdHXng5ojmb1/f800/1730486394.jpeg?s=c760ca2913ff0963a2b69d6cafda086dac330693,warehouse silk blouse,Warehouse,20.0,https://www.vinted.de/items/5313478478-warehouse-silk-blouse,EUR,2024-02-11,,,,,
5313478479,https://images1.vinted.net/t/01_02538_87uMtrRxMyc2nmbLU3xHFutF/f800/1730486394.jpeg?s=697d974f1d47ed0c917b58cbbf7eb8e4f690e91d,H&M Jogginghose Gr. 104,H&M,3.5,https://www.vinted.de/items/5313478479-hm-jogginghose-gr-104,EUR,2024-02-11,,Gray Black,Cotton Polyester,Casual Sporty,Bottoms
5313478625,https://images1.vinted.net/t/04_01359_oRKNuJu8qHQ9LQyYnKUYH3BQ/f800/1730486396.jpeg?s=662a611e9ac7c1e305acc35dd9b45b06c2967ae6,Hemdjacke von ZARA,Zara,8.0,https://www.vinted.de/items/5313478625-hemdjacke-von-zara,EUR,2024-02-11,,Mustard Yellow,Corduroy Cotton,Casual,Outerwear
5313478663,https://images1.vinted.net/t/04_0189b_XaQWDHvesQtSa5dbNUqVmmTL/f800/1730486396.jpeg?s=58ff56e768585434458f47b566603c5f760b3832,Anzugsweste Layering-Piece,Sonstiges,5.0,https://www.vinted.de/items/5313478663-anzugsweste-layering-piece,EUR,2024-02-11,,,,,
5313478364,https://images1.vinted.net/t/01_02342_xYVXmQKgUL99zKQHTyq3nX3J/f800/1730486392.jpeg?s=863cd8a0d68528e17f43428e7d14db15b124baa5,Polo Langarmshirt Tommy Hilfiger Gr.M,Tommy Hilfiger,8.0,https://www.vinted.de/items/5313478364-polo-langarmshirt-tommy-hilfiger-grm,EUR,2024-02-11,,,,,
5313478648,https://images1.vinted.net/t/04_0095c_nutv1vN7qdDXKNL2eanQEqh8/f800/1730486396.jpeg?s=b63c668d26e3b9ff783c6bdb7ce4667bd1a5e917,Rock von xanaka anthrazit grau Größe 36,Xanaka,6.0,https://www.vinted.de/items/5313478648-rock-von-xanaka-anthrazit-grau-grosse-36,EUR,2024-02-11,,,,,
5313478321,https://images1.vinted.net/t/04_00c89_6uyEFA3EKhGtNWWRV4HNBcVd/f800/1730486392.jpeg?s=133343e5e77c12b76d74d3ceb6b29bf0638284dc,Grobstrickjacke Strick-Cardigan one size Gr 38-44 Neu,Italy Mode,24.9,https://www.vinted.de/items/5313478321-grobstrickjacke-strick-cardigan-one-size-gr-38-44-neu,EUR,2024-02-11,,,,,
5313478594,https://images1.vinted.net/t/04_0200d_U1c8cG5C6pAB219H5z36ukpJ/f800/1730486395.jpeg?s=991e5183c7dee38650327d7b0f4b0d2e21146ec0,Disney DVD,,3.5,https://www.vinted.de/items/5313478594-disney-dvd,EUR,2024-02-11,,,,,
5313478520,https://images1.vinted.net/t/04_009e5_Jm7VPyksGFLv2jr9DDU3Fdd5/f800/1730486394.jpeg?s=f537ecb2ff5355c1ec9330ed7b48ef6abeca9d15,Strickjacke,Steiff,6.0,https://www.vinted.de/items/5313478520-strickjacke,EUR,2024-02-11,,,,,
5313478403,https://images1.vinted.net/t/02_02120_xgtiVvncsd9Mjrhk2Rbu9ZqR/f800/1730486393.jpeg?s=d577fc48156bcc924434bc804533d0f6ab7118b4,Hemdkleid,Gina Benotti,8.0,https://www.vinted.de/items/5313478403-hemdkleid,EUR,2024-02-11,,,,,
5313478527,https://images1.vinted.net/t/01_00aee_r4FFc44hPkzxoFgrb2FYwpwp/f800/1730486394.jpeg?s=f12418b8596f187878e281ef100d6ea2499fc96b,Spielpaket,Sonstiges,12.0,https://www.vinted.de/items/5313478527-spielpaket,EUR,2024-02-11,,,,,
5313478437,https://images1.vinted.net/t/04_020cb_gyArexk3KCdeu9h7g2P8uWnN/f800/1730486393.jpeg?s=a4680cf27572147618cd21921a18d60ddb731afc,Jeansrock,Manguun,12.5,https://www.vinted.de/items/5313478437-jeansrock,EUR,2024-02-11,,,,,
5313478482,https://images1.vinted.net/t/04_00ccd_y2KgTs7ewoJoBfwX8nqJPE46/f800/1730486394.jpeg?s=c6c81813b3a3d3606db597856428faf30b4c2938,Tommy Hilfiger Jacke Größe L,Tommy Hilfiger,13.0,https://www.vinted.de/items/5313478482-tommy-hilfiger-jacke-grosse-l,EUR,2024-02-11,,,,,
5313478576,https://images1.vinted.net/t/02_02045_mkVMp4DhCcQbv9HccQt11ocX/f800/1730486395.jpeg?s=e03e657833ed31f3e874dab2c1cff53befb71cb3,Damen  leggings,Mango,5.0,https://www.vinted.de/items/5313478576-damen-leggings,EUR,2024-02-11,,,,,
5313478534,https://images1.vinted.net/t/04_0005a_f7PuMsgiZDtrYNKJD9GPtWma/f800/1730486394.jpeg?s=28ed460b0bd3d45e475e558808e150982a153190,sOliver Gr.140,s.Oliver,4.0,https://www.vinted.de/items/5313478534-soliver-gr140,EUR,2024-02-11,,,,,
5313478513,https://images1.vinted.net/t/03_00ce2_zCx4fn6UT5GFyThSYMoiXscR/f800/1730486394.jpeg?s=168c5ccb97b73d505405c52f5491ffe5e66b481a,"Meerjungfrau Kostüm, Mermaid, Fasching, Karneval gr. 116",MERMAID,20.0,https://www.vinted.de/items/5313478513-meerjungfrau-kostum-mermaid-fasching-karneval-gr-116,EUR,2024-02-11,,,,,
5313478377,https://images1.vinted.net/t/03_00a3b_1WyvWRqssZqKSzY8uNDBQDcz/f800/1730486392.jpeg?s=1224a9f1c919fe61e9e37cb9a06508129bf38478,"Jeans Jacke, Crazy World",Crazy World,6.0,https://www.vinted.de/items/5313478377-jeans-jacke-crazy-world,EUR,2024-02-11,,,,,
5313478148,https://images1.vinted.net/t/04_004af_NmGN7XQanH9X4etV8a5tZZPG/f800/1730486389.jpeg?s=4dc842a1e7bc4dd069ca9f7a2f103127e3ba9d55,s.Oliver Jeans Treggings blau Stern Herz Gr. 122,s.Oliver,12.0,https://www.vinted.de/items/5313478148-soliver-jeans-treggings-blau-stern-herz-gr-122,EUR,2024-02-11,,,,,
5313478350,https://images1.vinted.net/t/04_009a6_AnS9jLLUGhkp7LsJJQwHTVCe/f800/1730486392.jpeg?s=86ee9549de31e618e59270fb134d89e49ea0a73a,Fly London Ama,Fly London,90.0,https://www.vinted.de/items/5313478350-fly-london-ama,EUR,2024-02-11,,,,,
5313478243,https://images1.vinted.net/t/04_0261b_ifSjfYop1oXAFSFhNqM9sTy8/f800/1730486391.jpeg?s=319fbe2682101e58b304b947ced283064f0275c7,"Badeshort Gr. 116 ""Haie""",Palomino,3.0,https://www.vinted.de/items/5313478243-badeshort-gr-116-haie,EUR,2024-02-11,,,,,
5313478143,https://images1.vinted.net/t/02_01d2d_PfG87b4bwNnEs6LcU2hMJ9Yh/f800/1730486389.jpeg?s=09b33ba5d41c5ae3605c57264eaf3a22a2c2ab27,Latzhose von topomini,Topomini,4.0,https://www.vinted.de/items/5313478143-latzhose-von-topomini,EUR,2024-02-11,,,,,
5311795396,https://images1.vinted.net/t/04_01c82_wGQLhxLZSRxux47NA7a25DjF/f800/1730470019.jpeg?s=83d2dbae8989f07b95627663beaa82a4ea4f311d,Next Jeans Gr 110 hellblau Hose,Next,3.0,https://www.vinted.de/items/5311795396-next-jeans-gr-110-hellblau-hose,EUR,2024-02-11,,,,,
5313478102,https://images1.vinted.net/t/04_017a3_GR7Np5JEXUs7Z8E3SLa5ndAC/f800/1730486389.jpeg?s=97011ef5a8b3ca21aaf44e9a575ae9b1a04b9b84,Sommershorts / Active Shorts / Sportshorts / Outdoorhose / Teenager,Here + There,5.0,https://www.vinted.de/items/5313478102-sommershorts-active-shorts-sportshorts-outdoorhose-teenager,EUR,2024-02-11,,,,,
5313478037,https://images1.vinted.net/t/04_0076b_k7hqdsuMvAKhYEFX2iztMxWy/f800/1730486388.jpeg?s=636793de6cf64ee3759fd57c251d5acbac7d8c9c,Jack Wolfskin Texapore,Jack Wolfskin,35.0,https://www.vinted.de/items/5313478037-jack-wolfskin-texapore,EUR,2024-02-11,,,,,
5313478265,https://images1.vinted.net/t/04_00ffa_6FzPBH4mDJ9pACb6iycNoDV9/f800/1730486391.jpeg?s=9703a3563b4aa865449691dbf5e1aa66c9fb529d,Cashmere Pullover,Mark Adam,25.0,https://www.vinted.de/items/5313478265-cashmere-pullover,EUR,2024-02-11,,,,,
5311078268,https://images1.vinted.net/t/03_00390_si6b4WX13Ze8rmj7qF2N9N2Z/f800/1730463668.jpeg?s=a4fe0e094f5cf87b4deb08b282948d77ddafcefb,H&M Stiefel,H&M,10.0,https://www.vinted.de/items/5311078268-hm-stiefel,EUR,2024-02-11,,Black,Faux Leather,Casual Punk Grunge Platform,Shoes
5313478387,https://images1.vinted.net/t/03_00d01_ujcmcFWfmYCixdyBD86aUTxd/f800/1730486393.jpeg?s=7134a27c620ba6a866753f013fb7643a85356c34,Pullover H&M 110/116,H&M,2.3,https://www.vinted.de/items/5313478387-pullover-hm-110116,EUR,2024-02-11,,Blue Black,Cotton,Casual Sporty,Tops
5313478395,https://images1.vinted.net/t/04_01970_9cdFxDz48wVorEJsJqns3aAq/f800/1730486393.jpeg?s=4a2f241327c1d85bf4b511228eee11889be7573b,Short Tommy Hilfiger,Tommy Hilfiger,15.0,https://www.vinted.de/items/5313478395-short-tommy-hilfiger,EUR,2024-02-11,,,,,
5313478234,https://images1.vinted.net/t/04_00d58_teGcFSgDjGrXkb2NWxyh86Nr/f800/1730486391.jpeg?s=e0968dd4855af78b79495b180a6cec0e80102ff0,Huawei p 10 lite,Huawei,50.0,https://www.vinted.de/items/5313478234-huawei-p-10-lite,EUR,2024-02-11,,,,,
5313478254,https://images1.vinted.net/t/04_00ac4_DfanHCQGuqcptkb51nFayQGG/f800/1730486391.jpeg?s=1504ded99171648c932d26e5ce62e05736df1a79,Hunkemöller Onesie,Hunkemöller,15.0,https://www.vinted.de/items/5313478254-hunkemoller-onesie,EUR,2024-02-11,,,,,
5313478293,https://images1.vinted.net/t/04_00c57_pxz4DZhoiCW6N4ahHANSV4Sf/f800/1730486391.jpeg?s=f3e8b92d14558ec8e119ddc5b542bc2d993eae14,Pullover,famy,4.0,https://www.vinted.de/items/5313478293-pullover,EUR,2024-02-11,,,,,
5313478367,https://images1.vinted.net/t/04_01534_CCqhgZWENnzCUdGL2GSBzB6X/f800/1730486392.jpeg?s=98acb27bb1e292f03582cd74a4e43b304a2a7b6c,Akku Batterien C  wiederaufladbar,Sonstiges,12.0,https://www.vinted.de/items/5313478367-akku-batterien-c-wiederaufladbar,EUR,2024-02-11,,,,,
5313478096,https://images1.vinted.net/t/04_01218_gfkXfmSPFjnnLwpjU4i7zQ4V/f800/1730486389.jpeg?s=d19adcabaa7d3c56404e7ed6a9169529bf67c464,"Creolen Ohrringe ""LeoWild"" Fimo Anhänger, roségold | gold",Selfmade,14.99,https://www.vinted.de/items/5313478096-creolen-ohrringe-leowild-fimo-anhanger-rosegold-gold,EUR,2024-02-11,,,,,
5313478088,https://images1.vinted.net/t/04_02503_ozp5np4vAFtDV5qEW2mvfPaD/f800/1730486389.jpeg?s=8d1e0e63442e2a0eaf0ba666f88caff4604827e7,Teddyfell Mantel Gr. Xs,ASOS Design,45.0,https://www.vinted.de/items/5313478088-teddyfell-mantel-gr-xs,EUR,2024-02-11,,,,,
5313478119,https://images1.vinted.net/t/04_024c5_XoMRNA6ya2N5qEjBevGWnXp3/f800/1730486389.jpeg?s=fbbc00f0c09f173fb4e62ad9e84af6c9abb31938,"Fee'n Kleid goldfarben Gr. 134/140 v. H&M, wie neu",H&M,16.0,https://www.vinted.de/items/5313478119-feen-kleid-goldfarben-gr-134140-v-hm-wie-neu,EUR,2024-02-11,,Gold,Polyester,Party Formal Costume,Dresses
5313478179,https://images1.vinted.net/t/04_01eac_sqLX4pxfeSbaQtKRL6hn8FmQ/f800/1730486390.jpeg?s=7d9b63bfc8cf8639e3de5da76f502d6cf542eb95,Handtasche,Mango,7.0,https://www.vinted.de/items/5313478179-handtasche,EUR,2024-02-11,,,,,
5313478155,https://images1.vinted.net/t/02_01e68_ZsJtefJg41bFa9PwgNoTD2DW/f800/1730486389.jpeg?s=911e9077bc790477007f97c0a60129a9715f7992,Warmer Mantel  Zweireiher,U.S. ARMY,25.0,https://www.vinted.de/items/5313478155-warmer-mantel-zweireiher,EUR,2024-02-11,,,,,
5313478029,https://images1.vinted.net/t/04_013d1_NnoNJxMg8yxTNZTg3vqEmuyK/f800/1730486388.jpeg?s=856f97fed7936855e959f2bca5cb4c910b7915e6,Familien Outfit Weihnachten,Outfit,30.0,https://www.vinted.de/items/5313478029-familien-outfit-weihnachten,EUR,2024-02-11,,,,,
5313478222,https://images1.vinted.net/t/04_015d1_RCjk5RcvB6UQsogAB9gPW8aS/f800/1730486390.jpeg?s=286d82007e8ed78dd8e5d10b80822a23743b9d7b,TipToi Create Buch Die verrückte Weltreise,,8.0,https://www.vinted.de/items/5313478222-tiptoi-create-buch-die-verruckte-weltreise,EUR,2024-02-11,,,,,
5313478199,https://images1.vinted.net/t/04_01bd5_eMReccntqBAt7CuF5US5vZ8v/f800/1730486390.jpeg?s=b4f2e08cb0660b636c1737b5f496fd6ab932d179,LC Waikiki Jogginghose Hose Jogger 116/122,LC Waikiki,2.0,https://www.vinted.de/items/5313478199-lc-waikiki-jogginghose-hose-jogger-116122,EUR,2024-02-11,,,,,
5313478127,https://images1.vinted.net/t/04_00504_D5qAeUnSZ2ngX7D73CMwh1JL/f800/1730486389.jpeg?s=406c0ed8d7e1c49067b815aa44209467501749c9,Leggins,LEGO,1.0,https://www.vinted.de/items/5313478127-leggins,EUR,2024-02-11,,,,,
5313477772,https://images1.vinted.net/t/04_00007_chaJch6Kj1WtMzVUgCtnSwd4/f800/1730486384.jpeg?s=e5aaa3960d28ea5d724d34f9b475b69492eb88a7,Damen Swatch Uhr Damenuhr filigran flach silber Armbanduhr,Swatch,59.0,https://www.vinted.de/items/5313477772-damen-swatch-uhr-damenuhr-filigran-flach-silber-armbanduhr,EUR,2024-02-11,,,,,
5313478120,https://images1.vinted.net/t/04_018fb_XhMDqpUmj6aFvhqFvhsQWt1g/f800/1730486389.jpeg?s=a1acf90b204b291b01bd9931c056bfc0838fcaae,Peppa Wutz Set Mädchen,Peppa Pig,8.0,https://www.vinted.de/items/5313478120-peppa-wutz-set-madchen,EUR,2024-02-11,,,,,
5313477976,https://images1.vinted.net/t/01_01f84_LyYRk3xQQHDWzjm8pzc1EYgn/f800/1730486387.jpeg?s=68432a2e23fb9337ef7e0d3f339ca61c19ed8585,Tiptoi verschiedene Bücher siehe Fotos,Tiptoi,25.0,https://www.vinted.de/items/5313477976-tiptoi-verschiedene-bucher-siehe-fotos,EUR,2024-02-11,,,,,
5303091564,https://images1.vinted.net/t/04_01658_BEsikMuataCRfPNZhzs9Pubs/f800/1730299243.jpeg?s=98ee2e74589384498470a2d11a253e59f4b54368,Goldener Ring Mit Bunten Edelsteinen,Sonstiges,5.0,https://www.vinted.de/items/5303091564-goldener-ring-mit-bunten-edelsteinen,EUR,2024-02-11,,,,,
5313478047,https://images1.vinted.net/t/04_026a5_xtzV94Ghuqtg6ht9DnTNE2wu/f800/1730486388.jpeg?s=42657620ade512552eb168ed19924edaee289646,Tolle Bisgaard Schneestiefel in Gr. 29,Bisgaard,20.0,https://www.vinted.de/items/5313478047-tolle-bisgaard-schneestiefel-in-gr-29,EUR,2024-02-11,,,,,
5313477945,https://images1.vinted.net/t/04_01bb6_ySWdQuW2m7udq1M3WxzKC3aY/f800/1730486387.jpeg?s=59a72bdbfe65b20101160d849ea9b40927ed4774,Kleid,Vero Moda,15.0,https://www.vinted.de/items/5313477945-kleid,EUR,2024-02-11,,,,,
5313478064,https://images1.vinted.net/t/02_017b5_f9fU1yuD2uLihugQ9iueiu21/f800/1730486388.jpeg?s=5c3a474fc5c4cb9a49e69de75a66d856a784551d,Übergangsjacke in Gr. XS,Sonstiges,5.0,https://www.vinted.de/items/5313478064-ubergangsjacke-in-gr-xs,EUR,2024-02-11,,,,,
5313477989,https://images1.vinted.net/t/03_009fc_MJTZHHunF97G8KqyqqVktog7/f800/1730486387.jpeg?s=ebfa13f8951443e9cc0894da303fe20bc59df968,Lico Turnschuhe 27/28,Lico,10.0,https://www.vinted.de/items/5313477989-lico-turnschuhe-2728,EUR,2024-02-11,,,,,
5313478042,https://images1.vinted.net/t/04_016aa_GriGwX8RTPjguWbMe4TQsXEq/f800/1730486388.jpeg?s=b0344295e276e0cd7ea47f025d37764b55739846,Langarm-Shirt mit Aufdruck von Zara,Zara,2.0,https://www.vinted.de/items/5313478042-langarm-shirt-mit-aufdruck-von-zara,EUR,2024-02-11,,white light blue green,cotton,casual,Tops
5313477949,https://images1.vinted.net/t/04_00c87_G9A61gax4QNxmy1h3iPbkLab/f800/1730486387.jpeg?s=8cf7f2a20dcdccf9421d414219c89aef4b7a009a,Jeans von Anastacia,Anastacia,3.0,https://www.vinted.de/items/5313477949-jeans-von-anastacia,EUR,2024-02-11,,,,,
5313477898,https://images1.vinted.net/t/02_0075c_ULpUrMUE8GrhvUqK5tgeH6Fb/f800/1730486386.jpeg?s=8287a59aa9cfa8d97f16b2f35a27e4c0a2d0f26f,ONLY Hope Jeans Wide Leg,ONLY,10.0,https://www.vinted.de/items/5313477898-only-hope-jeans-wide-leg,EUR,2024-02-11,,Black,Denim,Casual Wide Leg,Bottoms
5313477879,https://images1.vinted.net/t/04_01475_AgVxezp8TkLqVBRJvrCQPEwR/f800/1730486386.jpeg?s=42af437be2ef9e3760fe09c592be095ba1540782,Kleid h&m gestreift 98 104,H&M,1.5,https://www.vinted.de/items/5313477879-kleid-hm-gestreift-98-104,EUR,2024-02-11,,Gray Dark Gray Pink,Knit Cotton,Casual Girly,Dresses
5313477847,https://images1.vinted.net/t/01_00365_zT5hSWmqiVTQ6DhkRYinqGkY/f800/1730486385.jpeg?s=9d97ccd6cc8346ba95de61fb67994fa214a8ca53,Weiße Bluse,Shirtaporter,14.0,https://www.vinted.de/items/5313477847-weisse-bluse,EUR,2024-02-11,,,,,
5313477747,https://images1.vinted.net/t/04_0032e_6q65VxVMPNNRWtuUQNUUChAH/f800/1730486384.jpeg?s=7ce8396abc9b3b4cccf46b69fb306f77997e1c1b,"Chaps Ralph Lauren Vintage Sweater, Neu Größe L",CHAPS,14.0,https://www.vinted.de/items/5313477747-chaps-ralph-lauren-vintage-sweater-neu-grosse-l,EUR,2024-02-11,,,,,
